record_id,reporting_date,programme_name,sector,state,lga,community,predicted_risk,high_risk_model_score,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,recommended_investigation,decision_use
ES-003802,2026-02-01,Education Access Project,Education,Borno,Mafa,Mafa Site 5,Low,5.3364215933031e-21,Elevated complaints,Low staff availability,Previous-month achievement pattern,Timely reporting,"Review feedback and complaint records for recurring operational issues. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-006042,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 3,Low,6.160478705129518e-20,Access constraints,Low staff availability,Previous-month achievement pattern,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004186,2026-02-01,Education Access Project,Education,Borno,Ngala,Ngala Site 5,Medium,1.1939225682307e-05,Low achievement,Low activity completion,Low staff availability,Limited supply delay,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-006458,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 4,Low,4.0298026282619015e-22,Access constraints,Budget utilisation pattern,,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-006266,2026-02-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 4,Medium,0.0006868779029917,Reporting delay,Low activity completion,Low achievement,Lower access constraints,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks.,Recommended for human review; the model does not make operational decisions.
ES-003770,2026-02-01,Education Access Project,Education,Borno,Mafa,Mafa Site 4,Low,1.0320364549847614e-09,Supply delay,Access constraints,Low staff availability,Strong activity completion,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-006778,2026-02-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 2,Low,7.555249046867082e-17,Low achievement,Access constraints,Budget utilisation pattern,Timely reporting,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-004218,2026-02-01,Education Access Project,Education,Borno,Ngala,Ngala Site 6,High,0.6582473842626976,Low achievement,Low activity completion,Access constraints,Lower complaints,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-001338,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 6,Low,8.903160701826091e-26,Elevated complaints,Access constraints,Lower data quality,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-006010,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 2,Low,2.4314359620758173e-11,Elevated complaints,Reporting delay,Access constraints,Strong activity completion,"Review feedback and complaint records for recurring operational issues. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-006618,2026-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,Low,2.098325480600965e-06,Low achievement,Low activity completion,Low staff availability,Lower access constraints,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-006426,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 3,Low,5.107645924122306e-25,Elevated complaints,,,Strong achievement,Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-001050,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 3,Low,6.65535106799365e-46,Access constraints,Previous-month achievement pattern,Lower data quality,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-002330,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 1,High,0.7239089380404451,Low achievement,Reporting delay,Low activity completion,Limited supply delay,Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints.,Recommended for human review; the model does not make operational decisions.
ES-003738,2026-02-01,Education Access Project,Education,Borno,Mafa,Mafa Site 3,High,0.9999999975984644,Low achievement,Low activity completion,Low staff availability,Lower access constraints,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
